ident,latitude,longitude,name,city,state,num_runway_hard,num_runway_soft
SABP,-32.4877128601074,-62.6724243164063,La Zulema Airport,Bell Ville,,0,2
SAJG,-32.737174987793,-62.5314140319824,Chialva S. H. Airport,Bell Ville,,0,1
SALN,-32.6419906616211,-62.3166847229004,Leones Airport,Leones,,0,1
SAOG,-32.9318161010742,-62.4359474182129,Pedro Ferrari Airport,Monte Buey,,0,2
SAAL,-33.348201751709,-63.7300720214844,Alejandro Roca Airport,Alejandro Roca,,0,1
SACG,-33.5623512268066,-62.8689765930176,Canals Airport,Canals,,0,1
SAKF,-33.1054954528809,-63.1929779052734,El Recuerdo S.R.L. Airport,Chazon,,0,1
SALD,-33.1546745300293,-62.8901863098145,Laborde Airport,Laborde,,0,1
SAOQ,-33.3877372741699,-63.3054084777832,Casajus,La Carlota,,0,1
VNO,-33.6797523498535,-61.9551239013672,Venado Tuerto,Venado Tuerto,,1,0
SA50,-33.1256942749023,-62.0769996643066,Camilo Aldao Airport,Camilo Aldao,,0,1
SA51,-33.4714851379395,-62.3268089294434,Cavanagh Airport,Cavanagh,,0,1
SABW,-33.6645431518555,-62.3750839233398,Arias Airport,Arias,,0,1
SADH,-33.3391075134277,-62.0369529724121,Chañar Ladeado Airport,Corral De Bustos,,0,1
SADY,-33.2807502746582,-62.1523132324219,Corral De Bustos Airport,Corral De Bustos,,0,1
SAIS,-33.246711730957,-62.4154205322266,Don Hector Biondi Airport,Isla Verde,,0,1
SAIV,-33.2230758666992,-62.4046173095703,Biondi Airport],Isla Verde,,0,1
SAMY,-33.2105255126953,-62.6308784484863,Monte Maiz Airport,Monte Maiz,,0,2
SAVJ,-33.6912994384766,-62.0636749267578,La Siesta Airport,Venado Tuerto,,0,1
SACJ,-32.8088874816895,-61.3658027648926,Cañada De Gomez Airport,Canada De Gomez,,0,1
SAEC,-33.0082015991211,-61.8371276855469,Cruz Alta Airport,Cruz Alta,,0,1
SAFK,-32.8909912109375,-61.1242141723633,Di Giuseppe Airport,Carcarana,,0,1
SAFT,-32.996166229248,-61.7747230529785,Estancia San Vicente Airport,Cruz Alta,,0,1
SAFX,-33.0093002319336,-61.0628890991211,La Lucía Airport,Casilda,,0,1
SAFZ,-33.0086631774902,-61.0168838500977,Pettilep Airport,Casilda,,0,1
SAHK,-32.5840873718262,-61.841682434082,Montes De Oca Airport,General Roca,,0,1
SALA,-32.6282005310059,-61.5442352294922,El Gaucho Airport,Las Parejas,,0,1
SALH,-32.4925918579102,-61.5809745788574,Las Rosas Airport,Las Rosas,,0,1
SAPJ,-32.5221824645996,-61.5504913330078,Horizonte Aplicaciones Areas Airport,Las Rosas,,0,1
SAUH,-32.3605079650879,-60.9825325012207,Fumigaciones González Airport,Totoras,,0,1
SAAR,-32.9034652709961,-60.7846565246582,Rosario/Islas Malvinas,Rosario,,1,0
SAFA,-32.8277015686035,-60.7816619873047,Don Jose Airport,Capitan Bermudez,,0,1
SAFU,-32.8884353637695,-60.8436088562012,Alagro Fumigaciones Airport,Funes,,0,1
SAHM,-32.8052635192871,-60.7976722717285,Pettilep Ii Airport,Fray Luis A. Beltran,,0,1
SASW,-32.6417198181152,-60.7536315917969,Terminal 6 Airport,San Lorenzo,,0,1
SASZ,-32.5797653198242,-60.9094848632813,Fumigaciones Stadler Airport,San Lorenzo,,0,1
SAWN,-32.5845565795898,-60.1847305297852,Victoria Airport,Victoria,,0,1
SA23,-33.7237014770508,-61.7405586242676,Venado Tuerto Airport,Venado Tuerto,,0,1
SADA,-33.0624313354492,-61.2097549438477,Casilda Airport,Casilda,,0,1
SAFI,-33.4385261535645,-61.3031463623047,Gran Ancona Airport,Firmat,,0,1
SAFM,-33.4291076660156,-61.5111503601074,Firmat Aeroclub Airport,Firmat,,0,1
SAFQ,-33.0791168212891,-61.3162651062012,Establecimiento La Florencia Airport,Casilda,,0,1
SAHT,-33.1776695251465,-61.2052268981934,Casilda Fumigaciones Airport,Casilda,,0,1
SNY,-33.391357421875,-60.1966934204102,San Nicolas De Los Arroyos,San Nicolas De Los Arroyos,,1,1
SA65,-33.097843170166,-60.777759552002,Perez Airport,Perez,,0,1
SAAO,-33.3060531616211,-60.6561126708984,Aerofumigaciones Don Alejandro Airport,Arroyo Seco,,0,1
SABM,-33.3240356445312,-60.666187286377,Fumigaciones Campagnucci Airport,Arroyo Seco,,0,1
SABY,-33.2722473144531,-60.5706672668457,Agroservicios Airport,Arroyo Seco,,0,1
SAGO,-33.0468902587891,-60.5975494384766,Alvear Aeroparque Airport,Gobernador Galvez,,0,1
SAHB,-33.0816841125488,-60.564754486084,Pueblo Esther Airport,Gobernador Galvez,,0,1
SAIC,-33.0685119628906,-60.6668663024902,Agroalvear S.R.L. Airport,Gobernador Galvez,,0,1
SAIZ,-33.0755844116211,-60.7150268554688,Estancia La Carolina Airport,Gobernador Galvez,,0,1
SAJH,-33.4658622741699,-60.6285514831543,Cóndor Del Aire Airport,Arroyo Seco,,0,1
SAVU,-33.264404296875,-60.2835502624512,Acindar Airport,Villa Constitucion,,0,1
SAZG,-35.6934509277344,-63.7614402770996,General Pico,General Pico,,1,1
SAOL,-34.135440826416,-63.3622512817383,Laboulaye,Laboulaye,,1,0
SAHP,-34.3150253295898,-62.0157051086426,San Gregorio Airport,General Pinto,,0,1
SARZ,-34.2833480834961,-62.6701011657715,Rufino Airport,Rufino,,0,2
SAUZ,-34.2492561340332,-62.6740760803223,Bsg Airport,Rufino,,0,1
SAXE,-33.7787284851074,-61.9760894775391,Savesa Airport,Venado Tuerto,,0,1
SAYF,-33.7855987548828,-62.1290054321289,Samave Airport,Venado Tuerto,,0,2
SAGE,-34.9958267211914,-62.9994316101074,General Villegas Airport,General Villegas,,0,1
SASE,-34.5465965270996,-63.1245079040527,Fortín De Gainza Airport,Serrano,,0,1
SAFL,-34.8454055786133,-62.4826431274414,Ameghino Airport,Florentino Ameghino,,0,1
SAFW,-34.8104667663574,-62.5228462219238,La Chacra Airport,Florentino Ameghino,,0,1
SAGF,-34.7859764099121,-61.9141082763672,General Pinto Airport,General Pinto,,0,1
SAHQ,-34.8305778503418,-62.4678421020508,Sigfrido Rohr Aviagro S.R.L. Airport,Florentino Ameghino,,0,1
SAJC,-35.1358833312988,-61.9971389770508,Aeroagereo,General Pinto,,0,1
SAJF,-35.1004257202148,-62.0165214538574,La Amalia,General Pinto,,0,1
SAJM,-34.8179626464844,-62.4770698547363,Augusto Leguizamon Airport,Florentino Ameghino,,0,1
SAKH,-35.1048164367676,-62.0273628234863,Fumigaciones Herbinsec Airport,General Pinto,,0,1
SADR,-33.9223442077637,-61.0467414855957,Colon Airport,Colon,,0,1
SAGL,-34.2223510742187,-61.3867073059082,Arribeños Airport,General Arenales,,0,1
SAOP,-33.8136825561523,-61.3357620239258,Plus Agroservicios Aereos S.R.L. Airport,Melincue,,0,1
SAWF,-33.9609489440918,-61.6332702636719,Suboficial Auxiliar Miguel A. Cardone Airport,Villa Canas,,0,1
SAXC,-34.1774024963379,-61.5064659118652,F.A.T. Airport,Villa Canas,,0,1
SAAN,-33.9184074401855,-60.6504364013672,Pergamino,Pergamino,,1,2
SABQ,-34.0570182800293,-60.1377601623535,La Cura Malal Airport,Arrecifes,,0,1
SAEH,-33.889030456543,-60.8654022216797,Agrocelta Servicios Aereos Airport,Colon,,0,1
SAPG,-33.8569450378418,-60.7003898620606,Agro Aéreo La Noria,Pergamino,,0,1
SARQ,-34.2148361206055,-60.6730499267578,Rojas Airport,Rojas,,0,1
SASY,-34.3062591552734,-60.2864036560059,Salto Airport,Salto,,0,1
SAUB,-34.2793807983398,-60.5019798278809,Belingueres Aviación Airport,Rojas,,0,1
SAUG,-34.2341690063477,-60.584358215332,Fumigaciones Fredy Airport,Rojas,,1,0
SAUP,-34.3568229675293,-60.1560363769531,Skare Airport,Salto,,0,1
SAGH,-34.9748344421387,-61.0180702209473,Los Toldos Airport,General Viamonte,,0,1
SAGN,-34.8014335632324,-61.8697738647461,Alfredo Sanchez Airport,General Pinto,,0,2
SAJN,-34.6545181274414,-61.0092468261719,Laguna De Gomez Airport,Junin,,0,1
SAJU,-34.6132545471191,-61.023983001709,Blondi Airport,Junin,,0,2
SAKI,-34.5761222839355,-61.0053977966309,Parajon Airport,Junin,,0,1
SALI,-34.9447860717773,-61.3023338317871,La Nueva Airport,Lincoln,,0,1
SALK,-34.8906860351562,-61.5313186645508,Lincoln Airport,Lincoln,,0,1
SAVG,-34.4841270446777,-61.4909515380859,Vedia Aeroclub,Vedia,,0,2
SAAJ,-34.5458984375,-60.9305267333984,Junin,Junin,,1,0
SABR,-35.1446228027344,-60.4808807373047,Bragado Airport,Bragado,,0,2
SADE,-34.6080741882324,-60.4109764099121,Chacabuco Airport,Chacabuco,,0,2
SADK,-34.963062286377,-60.0331573486328,Chivilcoy Airport,Chivilcoy,,0,2
SAKA,-34.8111877441406,-60.5166244506836,Las 2 A Airport,Chacabuco,,0,1
SAGR,-35.5038757324219,-62.9897918701172,America Airport,General Villegas,,0,1
SAIE,-35.1953086853027,-63.5965538024902,Azcarate Irastorza Airport,Intendente Alvear,,0,1
SAKQ,-35.6365661621094,-63.4987373352051,Estancia Trebolares Airport,General Pico,,0,1
SACX,-35.4251289367676,-62.466236114502,Carlos Tejedor Airport,Carlos Tejedor,,0,2
SAPH,-35.7914695739746,-61.9431076049805,La Mariela Airport,Pehuajo,,0,1
SA12,-36.0587272644043,-63.6311340332031,Quemu Quemu,Quemu Quemu,,0,1
SAII,-36.4887390136719,-63.4328956604004,Establecimiento La Maria Pilar Airport,Catrilo,,0,1
SAPL,-36.280517578125,-63.1468200683594,Pellegrini Airport,Pellegrini,,0,1
SATS,-36.4437255859375,-62.8799629211426,Tres Lomas Airport,Tres Lomas,,0,1
TQL,-35.9723739624023,-62.7702903747559,Nanco Lauquen,Nanco Lauquen,,1,1
SATN,-36.0147323608398,-62.6939926147461,Trenque Lauquen Airport,Trenque Lauquen,,0,3
SAUS,-35.9977416992187,-62.7063293457031,La Argentina Airport,Trenque Lauquen,,0,1
SAZP,-35.8444862365723,-61.8575401306152,Comodoro P. Zanni,Pehuajo,,1,0
SACW,-35.6315002441406,-61.3929176330566,Carlos Casares Airport,Carlos Casares,,0,2
SAIX,-35.2756614685059,-61.5564384460449,Fumigaciones Ortega Airport,Carlos Casares,,0,1
SAJW,-35.5691413879395,-61.368221282959,Malatini Airport,Carlos Casares,,0,1
SAJX,-35.6481246948242,-61.3504371643066,Ottaviani Airport,Carlos Casares,,0,1
SAZX,-35.3999710083008,-60.9371719360352,Nueve De Julio,Nueve De Julio,,0,2
SA06,-35.8347473144531,-60.1503257751465,Santa Rita Airport,,,1,0
SAWI,-35.4465713500977,-60.0886154174805,Veinticinco De Mayo Airport,Veinticinco De Mayo,,0,1
SAXN,-35.536376953125,-60.1288528442383,Estancia La Criolla Airport,Veinticinco De Mayo,,0,1
SAXO,-35.449348449707,-60.1609191894531,Servicios Agroaereos Airport,Veinticinco De Mayo,,0,1
SAZI,-36.1859474182129,-61.0729942321777,Bolivar,Bolivar,,1,1
SAHE,-36.316349029541,-61.748664855957,Henderson Airport,Henderson,,0,2
SA49,-37.1458473205566,-63.6786689758301,Macachin Airport,Macachin,,0,1
SAMG,-37.109058380127,-63.5482292175293,Macachin Airport,Macachin,,0,1
SASX,-36.7565956115723,-62.9440727233887,Salliqueló Airport,Salliquelo,,0,1
SACK,-37.1936531066895,-62.781608581543,Carhue Airport,Carhue,,0,3
SAIH,-37.2147026062012,-62.7808303833008,Fumagro Airport,Carhue,,0,1
SAKL,-36.9736404418945,-62.4368667602539,La Sistina Airstrip,Guamini,,0,1
SAGT,-37.7121620178223,-63.1626167297363,Darregueira Airport,Guatrache,,0,1
SAZE,-37.6048622131348,-62.3810005187988,Pigue,Pigue,,0,2
SAPA,-37.5387077331543,-62.7340354919434,Puán Airport,Puan,,0,2
SAPB,-37.5230484008789,-62.4523773193359,Servicios Aeronauticos,Pigue,,0,1
SAPI,-37.749626159668,-62.3335456848145,Saavedra Airport,Pigue,,0,2
SAGM,-37.2263221740723,-61.279426574707,General La Madrid Airport,General La Madrid,,0,2
SAKB,-36.5810279846191,-61.7846260070801,Daireaux Airport,Daireaux,,0,1
SAZF,-36.8889961242676,-60.2199592590332,Olavarria,Olavarria,,1,1
SAOA,-36.9637718200684,-60.2751007080078,Olavarria Aeroclub Airport,Olavarria,,0,3
SALF,-37.520206451416,-60.7791481018066,Laprida Airport,Laprida,,0,3
SAJA,-38.0657539367676,-63.4288520812988,Jacinto Arauz Airport,Jacinto Arauz,,1,0
SABA,-38.6710319519043,-62.3540344238281,Bahia Blanca Aeroclub Airport,Bahia Blanca,,0,2
SAPU,-38.4984397888184,-61.8845481872559,Cabildo Airport,Punta Alta,,0,1
SATZ,-38.0949478149414,-62.2500915527344,Tornquist Airport,Tornquist,,0,2
SAMD,-38.730396270752,-63.2869567871094,Algarrobo/La Reforma Airport,Medanos,,0,1
SA27,-38.8973083496094,-62.0103073120117,Puerto Rosales,Puerto Rosales,,1,0
SAZB,-38.7251968383789,-62.1688194274902,Comandante Espora NAS,Bahia Blanca,,3,0
SAPN,-38.8340644836426,-62.0869445800781,Punta Alta Airport,Punta Alta,,0,2
SADW,-38.0062294006348,-61.3319358825684,Coronel Pringles Airport,Coronel Pringles,,0,2
SAHO,-38.2051696777344,-61.7611808776856,Saldungaray Airport,Coronel Pringles,,0,1
SAZH,-38.3848991394043,-60.3281745910645,Tres Arroyos,Tres Arroyos,,1,1
SATE,-38.0310935974121,-60.1349906921387,Gonzalez Chaves Airport,Tres Arroyos,,0,2
SAUL,-38.3477554321289,-60.2752723693848,Petrazzini Airport,Tres Arroyos,,0,2
SADV,-38.7417144775391,-61.2557106018066,Coronel Dorrego Airport,Coronel Dorrego,,0,2
SAYC,-38.7434921264648,-60.5534324645996,Copetonas Airport,Tres Arroyos,,0,1
SA64,-39.6580619812012,-62.1793632507324,Punta Alta Airport,Punta Alta,,0,1
SANK,-39.4553184509277,-62.6729774475098,Pedro Luro Airport,Medanos,,2,0
SAFG,-40.7776298522949,-62.9818496704102,Carmen De Patagones Airport,Carmen De Patagones,,0,5
SAYQ,-40.4165687561035,-63.6623573303223,Guardia Mitre Airstrip,Viedma,,0,2
SAFD,-40.2094078063965,-62.6192283630371,Stroeder Airport,Carmen De Patagones,,0,2
SAVV,-40.8675918579102,-62.9972076416016,Gobernador Castello,Viedma,,2,0
SAPM,-42.4565200805664,-63.6204490661621,Caleta Valdés Field,Puerto Madryn,,0,2
SAPO,-42.7653427124023,-63.6453437805176,Punta Delgada Field,Puerto Madryn,,0,2
SCIH,-45.1489486694336,-73.5131607055664,Caleta Blanco Airport,Puerto Chacabuco,,1,0
SCQO,-45.5807723999024,-73.2260513305664,Quitralco Airport,Puerto Chacabuco,,0,1
SCEX,-46.3537406921387,-73.3275985717773,Río Exploradores Airport,Puerto Chacabuco,,1,0
SCAS,-45.3991279602051,-72.670295715332,Cabo Juan Roman,Puerto Aysen,,1,0
SCCY,-45.5942420959473,-72.1061630249023,Teniente Vidal,Coyhaique,,1,0
SCBA,-45.9159469604492,-71.6894226074219,Balmaceda,Balmaceda,,1,0
SCII,-46.2939071655273,-71.9496917724609,Puerto Ingeniero Ibanez Airport,Aysen Region,,1,0
SCRF,-46.6395378112793,-73.8617477416992,Laguna San Rafael Airport,Cochrane,,1,0
SCCR,-47.7868576049805,-73.5326385498047,Enrique Mayer Soto Airport,Cochrane,,0,1
SCFC,-46.5485992431641,-72.2198333740234,Fachinal Airport,Chile Chico,,1,0
SCHH,-46.7929649353027,-72.7959594726562,Punta Baja Airport,Cochrane,,0,1
SCLO,-46.7655792236328,-72.8183746337891,Leones Airport,Cochrane,,1,0
SCMC,-46.7468338012695,-72.5261077880859,Meseta Cosmelli Airport,Cochrane,,0,1
SCRU,-46.4556045532227,-72.6766357421875,Río Murta Airport,Cochrane,,1,0
SCSZ,-46.5921020507813,-72.5864410400391,Puerto Sanchéz Airport,Cochrane,,1,0
SCCC,-46.5827293395996,-71.686653137207,Chile Chico,Chile Chico,,1,0
SAQE,-46.5582885742188,-71.6096801757813,Los Antiguos Airport,Los Antiguos,,0,1
SCHR,-47.243537902832,-72.5878219604492,Cochrane,Cochrane,,1,0
SCAL,-47.1154632568359,-72.4791946411133,Valchac Airport,Cochrane,,0,2
SCBR,-47.3884162902832,-72.3265914916992,Lago Brown Airstrip,Lago Brown,,0,1
SCND,-47.4707984924316,-72.9302215576172,Ñadis Airport,Cochrane,,0,1
SCVS,-47.6793212890625,-73.0708923339844,Lago Vargas Airport,Cochrane,,1,0
SCCO,-47.5538101196289,-71.7394332885742,Hipólito Yrigoyen Lago Posadas Airport,Cochrane,,0,4
SCEB,-47.1666297912598,-71.9929046630859,Entrada Baker Airport,Cochrane,,1,0
SCRB,-47.9903450012207,-73.1424407958984,Río Bravo Airport,Cochrane,,1,0
SCTP,-48.2285575866699,-73.2999496459961,Río Pascua Airport,Cochrane,,0,1
SCOH,-48.4691963195801,-72.5638275146484,Villa O'Higgins,Villa O'Higgins,,1,0
SCEY,-48.2013130187988,-72.3275680541992,Aerodromo Entrada Mayer,Lago Christie,,1,0
SCIO,-48.9334106445313,-72.799919128418,Laguna Redonda Airport,Aysen Region,,1,0
SCDV,-49.4104385375977,-72.7809524536133,Lago Viedma Airstrip,El Chalten,,0,1
SAWC,-50.280200958252,-72.0531997680664,El Calafate,El Calafate,,1,0
SCPY,-51.2602272033691,-72.3353729248047,Cerro Castillo Airport,Rio Turbio,,0,1
SAWT,-51.6050033569336,-72.2204132080078,28 De Noviembre,El Turbio,,1,0
SCNT,-51.6706848144531,-72.5287628173828,Teniente Julio Gallardo,Puerto Natales,,1,0
SAVR,-45.0139198303223,-70.812141418457,D.Casimiro Szlapelis,Alto Rio Senguerr,,0,2
SAWM,-45.704418182373,-70.2431030273438,Rio Mayo,Rio Mayo,,0,4
SAUT,-45.5821762084961,-69.0004501342773,Colonia Sarmiento Airport,Sarmiento,,0,1
SAVM,-45.575065612793,-69.0770568847656,Lago Musters Airport,Sarmiento,,0,1
SALW,-46.1907119750977,-69.2803802490234,Los Perales Airport,Las Heras,,1,0
SAQQ,-45.7255554199219,-68.3061065673828,Sarmiento Airport,Sarmiento,,0,1
SAQW,-46.3743858337402,-67.5951461791992,Caleta Olivia Airport,Caleta Olivia,,0,1
SARA,-45.9038429260254,-67.5574188232422,13 De Diciembre Airport,Rada Tilly,,3,0
SAWP,-46.5340461730957,-70.9788513183594,Perito Moreno,Perito Moreno,,1,2
SAPR,-46.5761032104492,-70.9488220214844,Lago Buenos Aires Airport,Perito Moreno,,1,0
SAQH,-47.164981842041,-70.6609573364258,Perito Moreno Airport,Perito Moreno,,0,1
SAVH,-46.541130065918,-68.9673461914063,Las Heras,Las Heras,,1,3
SAQK,-46.6515731811523,-69.2091217041016,Las Heras Airport,Las Heras,,0,3
SAQO,-46.6141090393066,-68.5541076660156,Las Heras Airport,Las Heras,,0,2
CDS,-46.5396270751953,-67.5572280883789,Canadon Seco,Canadon Seco,,0,2
SAQP,-46.4262886047363,-68.003547668457,Pico Truncado Airport,Pico Truncado,,0,1
SAQS,-46.7822189331055,-67.9733734130859,Pico Truncado Airport,Pico Truncado,,0,1
SAQV,-46.775562286377,-67.9164047241211,Pico Truncado Airport,Pico Truncado,,0,1
SAWR,-48.7827262878418,-70.1489334106445,Gobernador Gregores,Gobernador Gregores,,1,2
SAQN,-48.373649597168,-68.1069488525391,San Julian Airport,San Julian,,0,1
SAYG,-48.1385726928711,-67.6555404663086,Tres Cerros Airport,San Julian,,0,3
SAEK,-50.3039855957031,-69.9262542724609,Estancia San Ramón Airport,Comandante Luis Piedra Buena,,2,0
SAJK,-49.7283706665039,-68.7574234008789,Estancia Elena Airport,Comandante Luis Piedra Buena,,0,2
SAWJ,-49.3067092895508,-67.8028259277344,Cap. D. Jose D. Vasquez,San Julian,,1,0
SA33,-49.9940567016602,-68.9499816894531,Comandante Luis Piedrabuena,Comandante Luis Piedrabuena,,1,2
SAWU,-50.0170135498047,-68.5791168212891,Santa Cruz,Santa Cruz,,1,0
SAXW,-51.162540435791,-69.4865417480469,Coy Aike Airport,Rio Gallegos,,0,2
SCQH,-51.8913612365723,-70.6449279785156,Punta Arenas Airport,Punta Arenas,,0,2
SAWG,-51.6088104248047,-69.3121490478516,Norberto Fernandez,Rio Gallegos,,1,0
SARJ,-51.6690216064453,-69.2661819458008,Rio Chico Airport,Rio Gallegos,,1,0
SCQA,-52.5950469970703,-70.3515090942383,Cinco De Enero Airport,Punta Arenas,,0,1
SCQB,-52.5426826477051,-70.5350570678711,Oazy Harbour Airport,Punta Arenas,,0,1
SCTH,-52.5251770019531,-70.7240295410156,Tres Chorrillos Airport,Punta Arenas,,0,1
SAKY,-52.1267700195313,-69.5070953369141,Rio Gallegos Airport,Rio Gallegos,,0,1
SCCI,-53.0026435852051,-70.8535232543945,Carlos Ibanez Del Campo Intl,Punta Arenas,,3,0
SCID,-52.8807411193848,-70.7509460449219,Marco Davison Bascur Airport,Punta Arenas,,1,0
SCBS,-52.292552947998,-68.9328536987305,Posesión Airport,Rio Gallegos,,1,0
SCPX,-52.5906486511231,-68.7472381591797,Punta Catalina Airport,Rio Gallegos,,0,1
SCSB,-52.7344436645508,-69.3377304077148,Franco Bianco,Cerro Sombrero,,0,2
SCQD,-53.3811340332031,-69.29296875,Onaisin Airport,Punta Arenas,,0,1
SCSS,-53.3162269592285,-68.658203125,San Sebastián Airport,Rio Grande,,1,0
Z00S,-52.8848495483399,-68.4150848388672,Cullen,Cullen,,1,1
SAUV,-52.9434509277344,-68.4025115966797,Estancia Cullen South Airport,Rio Grande,,1,0
SAUW,-53.4320831298828,-68.1673736572266,Sara Airport,Rio Grande,,1,0
SCDW,-53.6099472045899,-70.4759902954102,Almirante Schroeders,Isla Dawson,,2,0
Z00U,-53.9830665588379,-68.5236053466797,Rio Bellavista,Rio Bellavista,,1,0
SAYX,-53.8924026489258,-68.8000335693359,Arco Iris Airport,Ushuaia,,0,1
SCBI,-54.0499725341797,-68.8091049194336,Pampa Guanaco Airport,Ushuaia,,1,0
SCFN,-53.7984123229981,-69.1185302734375,Russfin Airport,Ushuaia,,2,0
SAWE,-53.7775421142578,-67.7495040893555,Rio Grande,Rio Grande,,1,0
SAUY,-54.0692024230957,-67.6532363891602,Los Robles Airport,Rio Grande,,1,0
SCAZ,-54.4812202453613,-68.9396514892578,Azopardo Airport,Timaukel,,0,1
SCNY,-54.8308334350586,-68.8347320556641,Yendegaia Airport,Yendegaia,,0,1
SAWH,-54.8432769775391,-68.2948760986328,Ushuaia Intl Malvine Is,Ushuaia,,1,0
SAWO,-54.8226127624512,-68.3042755126953,Ushuaia Est Aeronaval,Ushuaia Est Aeronaval,,1,0
Z00T,-54.342960357666,-67.8373107910156,Los Cerros,Los Cerros,,1,0
SCGZ,-54.9310188293457,-67.6262054443359,Guardiamarina Zanartu,Puerto Williams,,1,0
SAVC,-45.7865104675293,-67.4648818969727,Gen. Enrique Mosconi Intl,Comodoro Rivadavia,,1,1
SA60,-47.0757675170898,-66.6930313110352,Puerto Deseado Airport,Puerto Deseado,,0,2
SAKJ,-47.0218009948731,-67.2447967529297,Fitz Roy Airport,Caleta Olivia,,0,2
SA31,-47.1119575500488,-66.8102798461914,Caleta Olivia Airport,Caleta Olivia,,0,2
SA32,-47.2084197998047,-66.9364929199219,Caleta Olivia Airport,Caleta Olivia,,0,1
SA61,-47.2136344909668,-66.6969223022461,Puerto Deseado Airport,Puerto Deseado,,0,2
SA19,-47.7202835083008,-65.9320907592773,Puerto Deseado West,Puerto Deseado West,,0,1
SAWD,-47.735221862793,-65.9041137695313,Puerto Deseado,Puerto Deseado,,1,0
SA62,-47.5969619750977,-66.0707321166992,Puerto Deseado Airport,Puerto Deseado,,0,3
SA63,-47.789119720459,-65.9242477416992,Puerto Deseado Airport,Puerto Deseado,,0,3
SAPK,-48.3314361572266,-66.4165344238281,Bahía Laura Airport,Puerto Deseado,,0,2
SAWL,-54.4995956420898,-67.1722564697266,Tolhuin Lago Fagnano Airport,Tolhuin,,1,0
SFSG,-51.2609596252441,-60.5920486450195,Carcass Island Landing Strip,Stanley,,0,3
SFSP,-51.7463150024414,-61.2817535400391,New Island Airport,Stanley,,0,1
SFTA,-51.8402786254883,-61.2340126037598,Beaver Island Airport,Stanley,,0,2
SFSB,-51.8298797607422,-60.4524040222168,Spring Point Landing Strip,Stanley,,0,2
SFSF,-51.3779830932617,-60.0910377502441,Saunders Island Landing Strip,Stanley,,0,3
SFSJ,-51.7531700134277,-60.4158935546875,Dunnose Head Airport,Stanley,,0,2
SFSK,-51.7557907104492,-60.5347023010254,Shallow Harbour Airport,Stanley,,0,3
SFSL,-51.3453521728516,-60.6841773986816,West Point Island Landing Strip,Stanley,,0,1
SFSM,-51.5045700073242,-60.1443634033203,Hill Cove Airport,Stanley,,0,2
SFSO,-51.7192115783691,-60.0625953674316,Chartres Airport,Stanley,,0,2
SFST,-51.9343795776367,-60.062686920166,Fox Bay Clay Airstrip,Stanley,,0,2
SFSY,-51.5397262573242,-60.3565139770508,Roy Cove Landing Strip,Stanley,,0,1
SFSZ,-51.8752326965332,-60.9056510925293,Weddell Island Airport,Stanley,,0,2
SFTE,-51.9549751281738,-60.0632781982422,Fox Bay East Airstrip,Stanley,,0,1
SFTG,-51.4206924438477,-60.4229125976562,Stanley Airport,Stanley,,0,2
SFSH,-52.0934524536133,-60.8532752990723,Port Stephens Airport,Stanley,,0,2
SFSI,-52.2053680419922,-60.534854888916,Port Abermarle Airport,Stanley,,0,2
SFTB,-52.0909309387207,-60.2825927734375,Port Edgar Airport,Stanley,,0,1
BGAA,68.7219009399414,-52.7845649719238,Aasiaat,Aasiaat,,1,0
BGJN,69.2432327270508,-51.0569381713867,Ilulissat,Ilulissat,,1,0
CCD4,54.9102783203125,-59.7851028442383,Postville,Postville,Newfoundland,1,0
CCZ2,54.1795196533203,-58.4569358825684,Rigolet,Rigolet,Newfoundland,1,0
CYCA,53.6825904846191,-57.0420188903809,Cartwright NWS,Cartwright,Newfoundland,1,0
CCP4,52.5280952453613,-56.2851829528809,Port Hope Simpson,Port Hope Simpson,Newfoundland,0,1
CTB6,50.6745185852051,-59.3835983276367,Tete-A-La-Baleine,,,0,1
CYIF,51.2099380493164,-58.657413482666,St-Augustin,St-Augustin,Quebec,1,0
CTU5,50.8308525085449,-58.9755668640137,La Tabatiere,,,0,1
CYBX,51.4420509338379,-57.1861915588379,Lourdes-De-Blanc-Sablon Water Aerodrome,Lourdes-De-Blanc-Sablon,Quebec,1,0
CCM4,50.6900520324707,-57.3298492431641,Port Au Choix,Port Au Choix,Newfoundland,1,0
CYHR,50.4690284729004,-59.6367073059082,Chevery,Chevery,Quebec,1,0
CYJT,48.5419654846191,-58.5512657165527,Stephenville,Stephenville,Newfoundland,2,0
CYDF,49.2092018127441,-57.3943786621094,Deer Lake,Deer Lake,Newfoundland,1,0
CDA5,47.7755355834961,-59.3125877380371,St Andrews (Codroy Valley),St Andrews,Newfoundland,1,0
LFVM,47.0955581665039,-56.3802185058594,Miquelon,Miquelon I,,1,0
BGSS,66.9517059326172,-53.7303886413574,Sisimiut,Sisimiut,,1,0
BGMQ,65.4125900268555,-52.9390716552734,Maniitsoq,Maniitsoq,,1,0
CCE4,53.4698371887207,-55.7874374389648,Black Tickle,Black Tickle,Newfoundland,0,1
CCH4,52.7657318115234,-56.1124954223633,Charlottetown,Charlottetown,Newfoundland,1,0
CCA6,52.5674934387207,-55.7851295471191,Williams Harbour,Williams Harbour,Newfoundland,0,1
CCK4,52.3728828430176,-55.6739044189453,Fox Harbour,St Lewis,Newfoundland,0,1
